GEOID_ZCTA5_20,NAMELSAD_ZCTA5_20,GEOID_COUNTY_20,NAMELSAD_COUNTY_20
53142,ZCTA5 53142,55059,Kenosha County
53143,ZCTA5 53143,55059,Kenosha County
53144,ZCTA5 53144,55059,Kenosha County
53146,ZCTA5 53146,55133,Waukesha County
53147,ZCTA5 53147,55127,Walworth County
53149,ZCTA5 53149,55101,Racine County
53149,ZCTA5 53149,55127,Walworth County
53149,ZCTA5 53149,55133,Waukesha County
53150,ZCTA5 53150,55101,Racine County
53150,ZCTA5 53150,55133,Waukesha County
53151,ZCTA5 53151,55133,Waukesha County
53153,ZCTA5 53153,55133,Waukesha County
53154,ZCTA5 53154,55079,Milwaukee County
53156,ZCTA5 53156,55055,Jefferson County
53157,ZCTA5 53157,55127,Walworth County
53158,ZCTA5 53158,55059,Kenosha County
53167,ZCTA5 53167,55101,Racine County
53168,ZCTA5 53168,55059,Kenosha County
53170,ZCTA5 53170,55059,Kenosha County
53172,ZCTA5 53172,55079,Milwaukee County
53176,ZCTA5 53176,55127,Walworth County
53177,ZCTA5 53177,55059,Kenosha County
53177,ZCTA5 53177,55101,Racine County
53178,ZCTA5 53178,55055,Jefferson County
53179,ZCTA5 53179,55059,Kenosha County
53181,ZCTA5 53181,55059,Kenosha County
53182,ZCTA5 53182,55059,Kenosha County
53182,ZCTA5 53182,55101,Racine County
53183,ZCTA5 53183,55133,Waukesha County
53184,ZCTA5 53184,55127,Walworth County
53185,ZCTA5 53185,55101,Racine County
53185,ZCTA5 53185,55133,Waukesha County
53186,ZCTA5 53186,55133,Waukesha County
53188,ZCTA5 53188,55133,Waukesha County
53189,ZCTA5 53189,55133,Waukesha County
53190,ZCTA5 53190,55055,Jefferson County
53190,ZCTA5 53190,55105,Rock County
53190,ZCTA5 53190,55127,Walworth County
53191,ZCTA5 53191,55127,Walworth County
53192,ZCTA5 53192,55059,Kenosha County
53195,ZCTA5 53195,55127,Walworth County
53202,ZCTA5 53202,55079,Milwaukee County
53203,ZCTA5 53203,55079,Milwaukee County
53204,ZCTA5 53204,55079,Milwaukee County
53205,ZCTA5 53205,55079,Milwaukee County
53206,ZCTA5 53206,55079,Milwaukee County
53207,ZCTA5 53207,55079,Milwaukee County
53208,ZCTA5 53208,55079,Milwaukee County
53209,ZCTA5 53209,55079,Milwaukee County
53210,ZCTA5 53210,55079,Milwaukee County
53211,ZCTA5 53211,55079,Milwaukee County
53212,ZCTA5 53212,55079,Milwaukee County
53213,ZCTA5 53213,55079,Milwaukee County
53214,ZCTA5 53214,55079,Milwaukee County
53215,ZCTA5 53215,55079,Milwaukee County
53216,ZCTA5 53216,55079,Milwaukee County
53217,ZCTA5 53217,55079,Milwaukee County
53217,ZCTA5 53217,55089,Ozaukee County
53218,ZCTA5 53218,55079,Milwaukee County
53219,ZCTA5 53219,55079,Milwaukee County
53220,ZCTA5 53220,55079,Milwaukee County
53221,ZCTA5 53221,55079,Milwaukee County
53222,ZCTA5 53222,55079,Milwaukee County
53223,ZCTA5 53223,55079,Milwaukee County
53224,ZCTA5 53224,55079,Milwaukee County
53225,ZCTA5 53225,55079,Milwaukee County
53225,ZCTA5 53225,55133,Waukesha County
53226,ZCTA5 53226,55079,Milwaukee County
53227,ZCTA5 53227,55079,Milwaukee County
53227,ZCTA5 53227,55133,Waukesha County
53228,ZCTA5 53228,55079,Milwaukee County
53233,ZCTA5 53233,55079,Milwaukee County
53235,ZCTA5 53235,55079,Milwaukee County
53295,ZCTA5 53295,55079,Milwaukee County
53402,ZCTA5 53402,55101,Racine County
53403,ZCTA5 53403,55059,Kenosha County
53403,ZCTA5 53403,55101,Racine County
53404,ZCTA5 53404,55101,Racine County
53405,ZCTA5 53405,55101,Racine County
53406,ZCTA5 53406,55101,Racine County
53501,ZCTA5 53501,55105,Rock County
53502,ZCTA5 53502,55045,Green County
53502,ZCTA5 53502,55105,Rock County
53503,ZCTA5 53503,55049,Iowa County
53504,ZCTA5 53504,55045,Green County
53504,ZCTA5 53504,55065,Lafayette County
53505,ZCTA5 53505,55105,Rock County
53506,ZCTA5 53506,55049,Iowa County
53507,ZCTA5 53507,55025,Dane County
53507,ZCTA5 53507,55049,Iowa County
53508,ZCTA5 53508,55025,Dane County
53508,ZCTA5 53508,55045,Green County
53510,ZCTA5 53510,55065,Lafayette County
53511,ZCTA5 53511,55105,Rock County
53515,ZCTA5 53515,55025,Dane County
53516,ZCTA5 53516,55025,Dane County
53516,ZCTA5 53516,55045,Green County
53516,ZCTA5 53516,55049,Iowa County
53516,ZCTA5 53516,55065,Lafayette County
53517,ZCTA5 53517,55025,Dane County
53517,ZCTA5 53517,55049,Iowa County
53518,ZCTA5 53518,55023,Crawford County
53518,ZCTA5 53518,55043,Grant County
53518,ZCTA5 53518,55103,Richland County
53520,ZCTA5 53520,55045,Green County
53520,ZCTA5 53520,55105,Rock County
53521,ZCTA5 53521,55025,Dane County
53521,ZCTA5 53521,55045,Green County
53521,ZCTA5 53521,55105,Rock County
53522,ZCTA5 53522,55045,Green County
53522,ZCTA5 53522,55065,Lafayette County
53523,ZCTA5 53523,55025,Dane County
53523,ZCTA5 53523,55055,Jefferson County
53525,ZCTA5 53525,55105,Rock County
53525,ZCTA5 53525,55127,Walworth County
53526,ZCTA5 53526,55049,Iowa County
53527,ZCTA5 53527,55025,Dane County
53528,ZCTA5 53528,55025,Dane County
53529,ZCTA5 53529,55025,Dane County
53530,ZCTA5 53530,55065,Lafayette County
53531,ZCTA5 53531,55025,Dane County
53532,ZCTA5 53532,55021,Columbia County
53532,ZCTA5 53532,55025,Dane County
53533,ZCTA5 53533,55049,Iowa County
53534,ZCTA5 53534,55025,Dane County
53534,ZCTA5 53534,55055,Jefferson County
53534,ZCTA5 53534,55105,Rock County
53536,ZCTA5 53536,55105,Rock County
53537,ZCTA5 53537,55105,Rock County
53538,ZCTA5 53538,55055,Jefferson County
53538,ZCTA5 53538,55105,Rock County
53540,ZCTA5 53540,55103,Richland County
53541,ZCTA5 53541,55065,Lafayette County
53543,ZCTA5 53543,55043,Grant County
53543,ZCTA5 53543,55049,Iowa County
53544,ZCTA5 53544,55025,Dane County
53544,ZCTA5 53544,55049,Iowa County
53545,ZCTA5 53545,55105,Rock County
53546,ZCTA5 53546,55105,Rock County
53548,ZCTA5 53548,55105,Rock County
53549,ZCTA5 53549,55055,Jefferson County
53550,ZCTA5 53550,55045,Green County
53551,ZCTA5 53551,55055,Jefferson County
53553,ZCTA5 53553,55049,Iowa County
53554,ZCTA5 53554,55043,Grant County
53554,ZCTA5 53554,55049,Iowa County
53555,ZCTA5 53555,55021,Columbia County
53555,ZCTA5 53555,55025,Dane County
53556,ZCTA5 53556,55103,Richland County
53556,ZCTA5 53556,55111,Sauk County
53557,ZCTA5 53557,55027,Dodge County
53558,ZCTA5 53558,55025,Dane County
53559,ZCTA5 53559,55025,Dane County
53559,ZCTA5 53559,55055,Jefferson County
53560,ZCTA5 53560,55025,Dane County
53560,ZCTA5 53560,55049,Iowa County
53561,ZCTA5 53561,55021,Columbia County
53561,ZCTA5 53561,55111,Sauk County
53562,ZCTA5 53562,55025,Dane County
53563,ZCTA5 53563,55055,Jefferson County
53563,ZCTA5 53563,55105,Rock County
53565,ZCTA5 53565,55049,Iowa County
53565,ZCTA5 53565,55065,Lafayette County
53566,ZCTA5 53566,55045,Green County
53569,ZCTA5 53569,55043,Grant County
53569,ZCTA5 53569,55049,Iowa County
53570,ZCTA5 53570,55045,Green County
53571,ZCTA5 53571,55025,Dane County
53572,ZCTA5 53572,55025,Dane County
53572,ZCTA5 53572,55045,Green County
53573,ZCTA5 53573,55043,Grant County
53573,ZCTA5 53573,55049,Iowa County
53573,ZCTA5 53573,55103,Richland County
53574,ZCTA5 53574,55025,Dane County
53574,ZCTA5 53574,55045,Green County
53575,ZCTA5 53575,55025,Dane County
53576,ZCTA5 53576,55105,Rock County
53577,ZCTA5 53577,55111,Sauk County
53578,ZCTA5 53578,55021,Columbia County
53578,ZCTA5 53578,55111,Sauk County
53579,ZCTA5 53579,55027,Dodge County
53580,ZCTA5 53580,55049,Iowa County
53581,ZCTA5 53581,55103,Richland County
53582,ZCTA5 53582,55049,Iowa County
53583,ZCTA5 53583,55021,Columbia County
53583,ZCTA5 53583,55025,Dane County
53583,ZCTA5 53583,55111,Sauk County
53584,ZCTA5 53584,55103,Richland County
53585,ZCTA5 53585,55105,Rock County
53585,ZCTA5 53585,55127,Walworth County
53586,ZCTA5 53586,55065,Lafayette County
53587,ZCTA5 53587,55065,Lafayette County
53588,ZCTA5 53588,55049,Iowa County
53588,ZCTA5 53588,55103,Richland County
53588,ZCTA5 53588,55111,Sauk County
53589,ZCTA5 53589,55025,Dane County
53589,ZCTA5 53589,55105,Rock County
53590,ZCTA5 53590,55025,Dane County
53593,ZCTA5 53593,55025,Dane County
53594,ZCTA5 53594,55025,Dane County
53594,ZCTA5 53594,55027,Dodge County
53594,ZCTA5 53594,55055,Jefferson County
53597,ZCTA5 53597,55025,Dane County
53598,ZCTA5 53598,55025,Dane County
53599,ZCTA5 53599,55065,Lafayette County
53703,ZCTA5 53703,55025,Dane County
53704,ZCTA5 53704,55025,Dane County
53705,ZCTA5 53705,55025,Dane County
53706,ZCTA5 53706,55025,Dane County
53711,ZCTA5 53711,55025,Dane County
53713,ZCTA5 53713,55025,Dane County
53714,ZCTA5 53714,55025,Dane County
53715,ZCTA5 53715,55025,Dane County
53716,ZCTA5 53716,55025,Dane County
53717,ZCTA5 53717,55025,Dane County
53718,ZCTA5 53718,55025,Dane County
53719,ZCTA5 53719,55025,Dane County
53726,ZCTA5 53726,55025,Dane County
53792,ZCTA5 53792,55025,Dane County
53801,ZCTA5 53801,55043,Grant County
53802,ZCTA5 53802,55043,Grant County
53803,ZCTA5 53803,55065,Lafayette County
53804,ZCTA5 53804,55043,Grant County
53805,ZCTA5 53805,55023,Crawford County
53805,ZCTA5 53805,55043,Grant County
53806,ZCTA5 53806,55043,Grant County
53807,ZCTA5 53807,55043,Grant County
53807,ZCTA5 53807,55065,Lafayette County
53808,ZCTA5 53808,55043,Grant County
53809,ZCTA5 53809,55043,Grant County
53810,ZCTA5 53810,55043,Grant County
53811,ZCTA5 53811,55043,Grant County
53811,ZCTA5 53811,55065,Lafayette County
53812,ZCTA5 53812,55043,Grant County
53813,ZCTA5 53813,55043,Grant County
53816,ZCTA5 53816,55043,Grant County
53817,ZCTA5 53817,55043,Grant County
53818,ZCTA5 53818,55043,Grant County
53818,ZCTA5 53818,55049,Iowa County
53818,ZCTA5 53818,55065,Lafayette County
53820,ZCTA5 53820,55043,Grant County
53821,ZCTA5 53821,55023,Crawford County
53821,ZCTA5 53821,55043,Grant County
53825,ZCTA5 53825,55043,Grant County
53826,ZCTA5 53826,55023,Crawford County
53827,ZCTA5 53827,55043,Grant County
53901,ZCTA5 53901,55021,Columbia County
53901,ZCTA5 53901,55077,Marquette County
53910,ZCTA5 53910,55001,Adams County
53911,ZCTA5 53911,55021,Columbia County
53911,ZCTA5 53911,55025,Dane County
53913,ZCTA5 53913,55021,Columbia County
53913,ZCTA5 53913,55111,Sauk County
53916,ZCTA5 53916,55027,Dodge County
53919,ZCTA5 53919,55039,Fond du Lac County
53920,ZCTA5 53920,55001,Adams County
53920,ZCTA5 53920,55077,Marquette County
53922,ZCTA5 53922,55027,Dodge County
53923,ZCTA5 53923,55021,Columbia County
53923,ZCTA5 53923,55047,Green Lake County
53924,ZCTA5 53924,55103,Richland County
53924,ZCTA5 53924,55111,Sauk County
53925,ZCTA5 53925,55021,Columbia County
53925,ZCTA5 53925,55025,Dane County
53925,ZCTA5 53925,55027,Dodge County
53926,ZCTA5 53926,55021,Columbia County
53926,ZCTA5 53926,55047,Green Lake County
53926,ZCTA5 53926,55077,Marquette County
53928,ZCTA5 53928,55021,Columbia County
53929,ZCTA5 53929,55057,Juneau County
53929,ZCTA5 53929,55081,Monroe County
53929,ZCTA5 53929,55123,Vernon County
53930,ZCTA5 53930,55077,Marquette County
53931,ZCTA5 53931,55039,Fond du Lac County
53932,ZCTA5 53932,55021,Columbia County
53932,ZCTA5 53932,55027,Dodge County
53933,ZCTA5 53933,55027,Dodge County
53934,ZCTA5 53934,55001,Adams County
53935,ZCTA5 53935,55021,Columbia County
53936,ZCTA5 53936,55001,Adams County
53937,ZCTA5 53937,55103,Richland County
53937,ZCTA5 53937,55111,Sauk County
53939,ZCTA5 53939,55047,Green Lake County
53940,ZCTA5 53940,55111,Sauk County
53941,ZCTA5 53941,55057,Juneau County
53941,ZCTA5 53941,55103,Richland County
53941,ZCTA5 53941,55111,Sauk County
53942,ZCTA5 53942,55111,Sauk County
53943,ZCTA5 53943,55111,Sauk County
53944,ZCTA5 53944,55057,Juneau County
53944,ZCTA5 53944,55111,Sauk County
53946,ZCTA5 53946,55027,Dodge County
53946,ZCTA5 53946,55039,Fond du Lac County
53946,ZCTA5 53946,55047,Green Lake County
53946,ZCTA5 53946,55077,Marquette County
53947,ZCTA5 53947,55047,Green Lake County
53948,ZCTA5 53948,55057,Juneau County
53949,ZCTA5 53949,55047,Green Lake County
53949,ZCTA5 53949,55077,Marquette County
53950,ZCTA5 53950,55057,Juneau County
53951,ZCTA5 53951,55111,Sauk County
53952,ZCTA5 53952,55001,Adams County
53952,ZCTA5 53952,55077,Marquette County
53953,ZCTA5 53953,55077,Marquette County
53954,ZCTA5 53954,55021,Columbia County
53954,ZCTA5 53954,55077,Marquette County
53955,ZCTA5 53955,55021,Columbia County
53956,ZCTA5 53956,55021,Columbia County
53956,ZCTA5 53956,55027,Dodge County
53956,ZCTA5 53956,55047,Green Lake County
53959,ZCTA5 53959,55111,Sauk County
53960,ZCTA5 53960,55021,Columbia County
53961,ZCTA5 53961,55111,Sauk County
53962,ZCTA5 53962,55057,Juneau County
53963,ZCTA5 53963,55027,Dodge County
53963,ZCTA5 53963,55039,Fond du Lac County
53964,ZCTA5 53964,55001,Adams County
53964,ZCTA5 53964,55077,Marquette County
53964,ZCTA5 53964,55137,Waushara County
53965,ZCTA5 53965,55001,Adams County
53965,ZCTA5 53965,55021,Columbia County
53965,ZCTA5 53965,55057,Juneau County
53965,ZCTA5 53965,55111,Sauk County
53968,ZCTA5 53968,55057,Juneau County
53968,ZCTA5 53968,55103,Richland County
53968,ZCTA5 53968,55111,Sauk County
53968,ZCTA5 53968,55123,Vernon County
53969,ZCTA5 53969,55021,Columbia County
54001,ZCTA5 54001,55095,Polk County
54002,ZCTA5 54002,55093,Pierce County
54002,ZCTA5 54002,55109,St. Croix County
54003,ZCTA5 54003,55093,Pierce County
54004,ZCTA5 54004,55005,Barron County
54004,ZCTA5 54004,55095,Polk County
54005,ZCTA5 54005,55005,Barron County
54005,ZCTA5 54005,55033,Dunn County
54005,ZCTA5 54005,55095,Polk County
54005,ZCTA5 54005,55109,St. Croix County
54006,ZCTA5 54006,55095,Polk County
54007,ZCTA5 54007,55095,Polk County
54007,ZCTA5 54007,55109,St. Croix County
54009,ZCTA5 54009,55095,Polk County
54011,ZCTA5 54011,55093,Pierce County
54013,ZCTA5 54013,55033,Dunn County
54013,ZCTA5 54013,55109,St. Croix County
54014,ZCTA5 54014,55093,Pierce County
54015,ZCTA5 54015,55109,St. Croix County
54016,ZCTA5 54016,55109,St. Croix County
54017,ZCTA5 54017,55095,Polk County
54017,ZCTA5 54017,55109,St. Croix County
54020,ZCTA5 54020,55095,Polk County
54020,ZCTA5 54020,55109,St. Croix County
54021,ZCTA5 54021,55093,Pierce County
54022,ZCTA5 54022,55093,Pierce County
54022,ZCTA5 54022,55109,St. Croix County
54023,ZCTA5 54023,55109,St. Croix County
54024,ZCTA5 54024,55095,Polk County
54025,ZCTA5 54025,55109,St. Croix County
54026,ZCTA5 54026,55095,Polk County
54026,ZCTA5 54026,55109,St. Croix County
54027,ZCTA5 54027,55109,St. Croix County
54028,ZCTA5 54028,55109,St. Croix County
54082,ZCTA5 54082,55109,St. Croix County
54101,ZCTA5 54101,55083,Oconto County
54102,ZCTA5 54102,55075,Marinette County
54103,ZCTA5 54103,55041,Forest County
54103,ZCTA5 54103,55075,Marinette County
54104,ZCTA5 54104,55041,Forest County
54104,ZCTA5 54104,55075,Marinette County
54106,ZCTA5 54106,55087,Outagamie County
54106,ZCTA5 54106,55115,Shawano County
54107,ZCTA5 54107,55087,Outagamie County
54107,ZCTA5 54107,55115,Shawano County
54110,ZCTA5 54110,55009,Brown County
54110,ZCTA5 54110,55015,Calumet County
54110,ZCTA5 54110,55071,Manitowoc County
54111,ZCTA5 54111,55083,Oconto County
54111,ZCTA5 54111,55115,Shawano County
54112,ZCTA5 54112,55075,Marinette County
54112,ZCTA5 54112,55083,Oconto County
54113,ZCTA5 54113,55087,Outagamie County
54114,ZCTA5 54114,55075,Marinette County
54114,ZCTA5 54114,55083,Oconto County
54115,ZCTA5 54115,55009,Brown County
54115,ZCTA5 54115,55087,Outagamie County
54119,ZCTA5 54119,55075,Marinette County
54120,ZCTA5 54120,55037,Florence County
54120,ZCTA5 54120,55075,Marinette County
54121,ZCTA5 54121,55037,Florence County
54123,ZCTA5 54123,55015,Calumet County
54124,ZCTA5 54124,55078,Menominee County
54124,ZCTA5 54124,55083,Oconto County
54124,ZCTA5 54124,55115,Shawano County
54125,ZCTA5 54125,55041,Forest County
54125,ZCTA5 54125,55075,Marinette County
54126,ZCTA5 54126,55009,Brown County
54126,ZCTA5 54126,55071,Manitowoc County
54127,ZCTA5 54127,55115,Shawano County
54128,ZCTA5 54128,55115,Shawano County
54129,ZCTA5 54129,55015,Calumet County
54130,ZCTA5 54130,55009,Brown County
54130,ZCTA5 54130,55015,Calumet County
54130,ZCTA5 54130,55087,Outagamie County
54135,ZCTA5 54135,55078,Menominee County
54136,ZCTA5 54136,55087,Outagamie County
54137,ZCTA5 54137,55083,Oconto County
54137,ZCTA5 54137,55115,Shawano County
54138,ZCTA5 54138,55083,Oconto County
54139,ZCTA5 54139,55075,Marinette County
54139,ZCTA5 54139,55083,Oconto County
54140,ZCTA5 54140,55087,Outagamie County
54141,ZCTA5 54141,55083,Oconto County
54143,ZCTA5 54143,55075,Marinette County
54149,ZCTA5 54149,55083,Oconto County
54150,ZCTA5 54150,55078,Menominee County
54150,ZCTA5 54150,55115,Shawano County
54151,ZCTA5 54151,55037,Florence County
54151,ZCTA5 54151,55075,Marinette County
54152,ZCTA5 54152,55087,Outagamie County
54153,ZCTA5 54153,55083,Oconto County
54154,ZCTA5 54154,55083,Oconto County
54154,ZCTA5 54154,55115,Shawano County
54155,ZCTA5 54155,55009,Brown County
54155,ZCTA5 54155,55087,Outagamie County
54156,ZCTA5 54156,55075,Marinette County
54157,ZCTA5 54157,55075,Marinette County
54157,ZCTA5 54157,55083,Oconto County
54159,ZCTA5 54159,55075,Marinette County
54160,ZCTA5 54160,55015,Calumet County
54161,ZCTA5 54161,55075,Marinette County
54161,ZCTA5 54161,55083,Oconto County
54162,ZCTA5 54162,55009,Brown County
54162,ZCTA5 54162,55083,Oconto County
54162,ZCTA5 54162,55115,Shawano County
54165,ZCTA5 54165,55009,Brown County
54165,ZCTA5 54165,55087,Outagamie County
54165,ZCTA5 54165,55115,Shawano County
54166,ZCTA5 54166,55115,Shawano County
54169,ZCTA5 54169,55015,Calumet County
54170,ZCTA5 54170,55087,Outagamie County
54170,ZCTA5 54170,55115,Shawano County
54170,ZCTA5 54170,55135,Waupaca County
54171,ZCTA5 54171,55083,Oconto County
54173,ZCTA5 54173,55009,Brown County
54174,ZCTA5 54174,55078,Menominee County
54174,ZCTA5 54174,55083,Oconto County
54175,ZCTA5 54175,55067,Langlade County
54175,ZCTA5 54175,55083,Oconto County
54177,ZCTA5 54177,55075,Marinette County
54180,ZCTA5 54180,55009,Brown County
54180,ZCTA5 54180,55087,Outagamie County
54201,ZCTA5 54201,55029,Door County
54201,ZCTA5 54201,55061,Kewaunee County
54202,ZCTA5 54202,55029,Door County
54204,ZCTA5 54204,55029,Door County
54205,ZCTA5 54205,55029,Door County
54205,ZCTA5 54205,55061,Kewaunee County
54207,ZCTA5 54207,55071,Manitowoc County
54208,ZCTA5 54208,55009,Brown County
54208,ZCTA5 54208,55061,Kewaunee County
54208,ZCTA5 54208,55071,Manitowoc County
54209,ZCTA5 54209,55029,Door County
54210,ZCTA5 54210,55029,Door County
54211,ZCTA5 54211,55029,Door County
54212,ZCTA5 54212,55029,Door County
54213,ZCTA5 54213,55029,Door County
54213,ZCTA5 54213,55061,Kewaunee County
54214,ZCTA5 54214,55071,Manitowoc County
54215,ZCTA5 54215,55071,Manitowoc County
54216,ZCTA5 54216,55061,Kewaunee County
54217,ZCTA5 54217,55009,Brown County
54217,ZCTA5 54217,55029,Door County
54217,ZCTA5 54217,55061,Kewaunee County
54220,ZCTA5 54220,55071,Manitowoc County
54227,ZCTA5 54227,55071,Manitowoc County
54228,ZCTA5 54228,55071,Manitowoc County
54229,ZCTA5 54229,55009,Brown County
54230,ZCTA5 54230,55071,Manitowoc County
54232,ZCTA5 54232,55071,Manitowoc County
54234,ZCTA5 54234,55029,Door County
54235,ZCTA5 54235,55029,Door County
54241,ZCTA5 54241,55071,Manitowoc County
54245,ZCTA5 54245,55071,Manitowoc County
54246,ZCTA5 54246,55029,Door County
54247,ZCTA5 54247,55071,Manitowoc County
54301,ZCTA5 54301,55009,Brown County
54302,ZCTA5 54302,55009,Brown County
54303,ZCTA5 54303,55009,Brown County
54304,ZCTA5 54304,55009,Brown County
54307,ZCTA5 54307,55009,Brown County
54311,ZCTA5 54311,55009,Brown County
54313,ZCTA5 54313,55009,Brown County
54313,ZCTA5 54313,55087,Outagamie County
54401,ZCTA5 54401,55073,Marathon County
54403,ZCTA5 54403,55073,Marathon County
54405,ZCTA5 54405,55019,Clark County
54405,ZCTA5 54405,55073,Marathon County
54406,ZCTA5 54406,55097,Portage County
54407,ZCTA5 54407,55097,Portage County
54408,ZCTA5 54408,55067,Langlade County
54408,ZCTA5 54408,55073,Marathon County
54408,ZCTA5 54408,55115,Shawano County
54409,ZCTA5 54409,55067,Langlade County
54409,ZCTA5 54409,55073,Marathon County
